rs,mm_r2,mixed_set_r2,model_r2,model_standard_error,model_MSE,model_pearson
0,0.7127853801718398,0.6908997606298508,0.7398966384602763,7.850462293418875e-17,1.8382597619661145,0.8608018352934214
8,0.6604483154054837,0.6613518332502457,0.6634096558442226,0.0,2.2920522752250103,0.8240116006490328
23,0.7074245793012701,0.692849760140391,0.6602539952406605,0.0,2.436019565700448,0.838140673669554
42,0.6958019319699476,0.6899512119282935,0.6911374064521489,7.850462293418875e-17,2.1874462517928577,0.8352276742084823
69,0.7178504490075761,0.7186763265539894,0.7258195937171588,7.850462293418875e-17,1.7575955510779246,0.8581422954786032
88,0.644724475938339,0.6294981673900264,0.6887748763989701,7.850462293418875e-17,2.262365309263785,0.8407847375328334
