rs,mm_r2,mixed_set_r2,model_r2,model_standard_error,model_MSE,model_pearson
0,0.7365822863720854,0.7436712435036558,0.5906465914476271,0.0,3.3358182335333018,0.7792202890332064
8,0.7506836115289555,0.7595101874427455,0.7018831948804463,7.850462293418875e-17,2.4176173089969666,0.8560735680310256
23,0.7450483417776362,0.7347795323604214,0.6440711887947657,0.0,3.179301842747721,0.8074929578273634
42,0.7264330448766496,0.7431192450489306,0.6678363035303493,0.0,2.947701771113462,0.8240989057883731
69,0.7894020589348772,0.7890151061682139,0.7862328585125903,0.0,2.027528035545322,0.8866993354265721
88,0.6232908428424918,0.5918086300375569,0.5302161536151221,0.0,4.0144566812594915,0.7496301615946248
