cl:drug, total number of features,target percentage of total,total number of significant features,target percentage of significant,drug targets,number of targets,percent significant,significant targets,insignificant targets
JHH-4::Bosutinib,386,1.5544041450777202,39,7.6923076923076925,"['HCK', 'ABL1', 'SRC', 'LYN', 'BCR', 'EGFR']",6,50.0,"['HCK', 'ABL1', 'EGFR']","{'BCR', 'LYN', 'SRC'}"
KYSE-520::Bosutinib,386,1.5544041450777202,39,7.6923076923076925,"['HCK', 'ABL1', 'SRC', 'LYN', 'BCR', 'EGFR']",6,50.0,"['HCK', 'ABL1', 'EGFR']","{'BCR', 'LYN', 'SRC'}"
MONO-MAC-6::Talazoparib,386,2.072538860103627,39,7.6923076923076925,"['PARP2', 'PARP1', 'ATM', 'PTEN', 'SLFN11', 'BRCA1', 'PSMD4', 'BRCA2']",8,37.5,"['PARP2', 'SLFN11', 'BRCA1']","{'PSMD4', 'ATM', 'BRCA2', 'PARP1', 'PTEN'}"
THP-1::Bosutinib,386,1.5544041450777202,39,5.128205128205128,"['HCK', 'ABL1', 'SRC', 'LYN', 'BCR', 'EGFR']",6,33.33333333333333,"['ABL1', 'SRC']","{'HCK', 'EGFR', 'BCR', 'LYN'}"
KYSE-150::Bosutinib,386,1.5544041450777202,39,5.128205128205128,"['HCK', 'ABL1', 'SRC', 'LYN', 'BCR', 'EGFR']",6,33.33333333333333,"['ABL1', 'EGFR']","{'HCK', 'BCR', 'LYN', 'SRC'}"
KYSE-70::Bosutinib,386,1.5544041450777202,39,5.128205128205128,"['HCK', 'ABL1', 'SRC', 'LYN', 'BCR', 'EGFR']",6,33.33333333333333,"['HCK', 'EGFR']","{'ABL1', 'BCR', 'LYN', 'SRC'}"
OE19::Bosutinib,386,1.5544041450777202,39,5.128205128205128,"['HCK', 'ABL1', 'SRC', 'LYN', 'BCR', 'EGFR']",6,33.33333333333333,"['HCK', 'ABL1']","{'EGFR', 'BCR', 'LYN', 'SRC'}"
GDM-1::Bosutinib,386,1.5544041450777202,39,5.128205128205128,"['HCK', 'ABL1', 'SRC', 'LYN', 'BCR', 'EGFR']",6,33.33333333333333,"['HCK', 'BCR']","{'ABL1', 'EGFR', 'LYN', 'SRC'}"
OE19::Nilotinib,386,2.5906735751295336,39,7.6923076923076925,"['ABL1', 'KIT', 'PDGFRA', 'PDGFRB', 'DDR2', 'LYN', 'BCR', 'UGT1A1', 'ABCG2', 'FLT3']",10,30.0,"['ABL1', 'LYN', 'BCR']","{'UGT1A1', 'PDGFRB', 'FLT3', 'DDR2', 'PDGFRA', 'KIT', 'ABCG2'}"
THP-1::Lenalidomide,386,3.1088082901554404,39,7.6923076923076925,"['CUL4A', 'TNFSF11', 'CRBN', 'DDB1', 'RBX1', 'CTNNB1', 'TNF', 'IKZF1', 'FGF2', 'VEGFB', 'VEGFC', 'VEGFA']",12,25.0,"['CUL4A', 'RBX1', 'TNF']","{'VEGFB', 'VEGFA', 'FGF2', 'CRBN', 'VEGFC', 'TNFSF11', 'DDB1', 'CTNNB1', 'IKZF1'}"
THP-1::Talazoparib,386,2.072538860103627,39,5.128205128205128,"['PARP2', 'PARP1', 'ATM', 'PTEN', 'SLFN11', 'BRCA1', 'PSMD4', 'BRCA2']",8,25.0,"['ATM', 'SLFN11']","{'PSMD4', 'BRCA2', 'BRCA1', 'PARP1', 'PARP2', 'PTEN'}"
MONO-MAC-6::Rucaparib,386,3.1088082901554404,39,7.6923076923076925,"['PARP3', 'PARP1', 'PARP2', 'PALB2', 'STAG2', 'SLC47A1', 'BRCA2', 'SLC22A6', 'ATR', 'SLC22A8', 'SLC47A2', 'BRCA1']",12,25.0,"['PARP3', 'PARP2', 'STAG2']","{'SLC47A1', 'SLC22A6', 'PALB2', 'BRCA2', 'BRCA1', 'SLC22A8', 'PARP1', 'SLC47A2', 'ATR'}"
MONO-MAC-6::Temozolomide,386,3.1088082901554404,39,7.6923076923076925,"['SLFN11', 'HDAC4', 'CSF2', 'PRL', 'STAG2', 'ATRX', 'ATM', 'H2AX', 'MGMT', 'NOTCH1', 'BRCA2', 'MSH6']",12,25.0,"['HDAC4', 'CSF2', 'ATRX']","{'STAG2', 'MGMT', 'SLFN11', 'ATM', 'BRCA2', 'MSH6', 'NOTCH1', 'H2AX', 'PRL'}"
MONO-MAC-6::Olaparib,386,4.404145077720207,39,10.256410256410255,"['PARP2', 'PARP3', 'PARP1', 'IDH2', 'ATR', 'BARD1', 'CBLC', 'BRCA2', 'BAP1', 'CHEK1', 'VHL', 'STAG2', 'BRCA1', 'CDK12', 'PALB2', 'ATM', 'MYC']",17,23.52941176470588,"['PARP3', 'IDH2', 'BRCA2', 'CHEK1']","{'BAP1', 'STAG2', 'VHL', 'PARP1', 'CDK12', 'MYC', 'ATR', 'PALB2', 'ATM', 'BRCA1', 'BARD1', 'PARP2', 'CBLC'}"
MONO-MAC-6::Lapatinib,386,3.6269430051813467,39,7.6923076923076925,"['EGFR', 'ERBB2', 'ERBB4', 'ABCB11', 'CCND1', 'CDH1', 'EEF2K', 'HLA-DRB1', 'NRG1', 'CDKN1B', 'ERBB3', 'HLA-DQA1', 'PIK3CA', 'BIRC5']",14,21.428571428571427,"['ERBB2', 'CDH1', 'HLA-DRB1']","{'EGFR', 'PIK3CA', 'CDKN1B', 'EEF2K', 'NRG1', 'ERBB4', 'ABCB11', 'ERBB3', 'CCND1', 'HLA-DQA1', 'BIRC5'}"
THP-1::Lapatinib,386,3.6269430051813467,39,7.6923076923076925,"['EGFR', 'ERBB2', 'ERBB4', 'ABCB11', 'CCND1', 'CDH1', 'EEF2K', 'HLA-DRB1', 'NRG1', 'CDKN1B', 'ERBB3', 'HLA-DQA1', 'PIK3CA', 'BIRC5']",14,21.428571428571427,"['EGFR', 'CCND1', 'CDH1']","{'ERBB2', 'PIK3CA', 'CDKN1B', 'EEF2K', 'NRG1', 'ERBB4', 'ABCB11', 'ERBB3', 'HLA-DRB1', 'HLA-DQA1', 'BIRC5'}"
