rs,mm_r2,model_r2,model_standard_error,model_MSE,model_pearson
0,0.7485290221337233,0.7829370832680321,0.002131926433604125,1.6478605668857849,0.8867719266908151
8,0.6516501083546997,0.7134141970353785,0.00177658448818963,2.375360019190911,0.8461614178352478
23,0.7926186261002315,0.8077489200822139,0.0014755556501108678,1.5704242237255606,0.8994885809249705
42,0.6945397730852588,0.7422489981130109,0.0003839721088108801,2.440312961048809,0.867656409693644
69,0.711120481160703,0.7358301025173525,0.002206582442517065,2.5243269657425547,0.862264339820986
88,0.6892526204953917,0.7074952750222661,0.002663956031123923,2.667423794770105,0.8601166581164614
