rs,mm_r2,model_r2,model_standard_error,model_MSE,model_pearson
0,0.7485290221337233,0.7818364100862752,0.0013083196479327446,1.6562164664588364,0.8877725616937497
8,0.6516501083546997,0.6980048137021119,0.0036140715264562323,2.503080348361393,0.8384137775261657
23,0.7926186261002315,0.7977864028518739,0.002474142585051414,1.651804148324683,0.8951426562975021
42,0.6945397730852588,0.7283225932354067,0.003266614620582417,2.5721641898503624,0.8574637258063811
69,0.711120481160703,0.7371866543846122,0.003350390917419966,2.5113641698616314,0.8620945760202385
88,0.6892526204953917,0.7268115348481347,0.002382837869580122,2.4912739869698863,0.8648149094780169
