rs,mm_r2,mixed_set_r2,model_r2,model_standard_error,model_MSE,model_pearson
0,0.7312387917001586,0.6920364506880844,0.7595920711900683,0.0013147261726250276,2.100340297631662,0.878746527891266
8,0.7566527280594756,0.7492394178501641,0.7707118586029852,0.0017003462656260098,1.97584078871083,0.8798468220776413
23,0.6982386251976832,0.6393698043988898,0.7215514541624505,0.002249157098851582,2.586456432061674,0.8655596007377114
42,0.7822379156946032,0.7462665298142355,0.8016727140607214,0.0018129064730227986,1.8534212304737419,0.9008668831153481
69,0.7293158558357464,0.7093163325378001,0.7502504223410736,0.0006301879028949005,2.2030573535374023,0.8676484028366559
88,0.680836745965296,0.6572632725232456,0.6992806623600472,0.0006809370765536159,2.7179135956979423,0.847554325246155
