rs,mm_r2,model_r2,model_standard_error,model_MSE,model_pearson
0,0.7544695277405719,0.7028385212199414,0.0025204915746113218,1.8394219879457883,0.8416581288293905
8,0.6552449783833365,0.7004944920587891,0.0002517475779128731,1.9630785822697496,0.8375752103698932
23,0.7715985291871013,0.7526315625735093,0.0016333369164213318,1.5566221067935437,0.8800954866450391
42,0.6909686954965097,0.716789631789358,0.002606965332294696,1.965196561769996,0.8633884619652582
69,0.7012694268684483,0.6660876814412444,0.003711580692467928,2.3022204000150968,0.8550173446853884
88,0.6608797110071564,0.5370848643739616,0.001936453610644458,3.332421190413475,0.7859772868817815
