rs,mm_r2,mixed_set_r2,model_r2,model_standard_error,model_MSE,model_pearson
0,0.7294791737001358,0.7172117845164498,0.7568496411238167,0.0,2.292146969331626,0.8700854098639914
8,0.7260521545487554,0.7308809363294475,0.7429121678794163,0.0,2.126295154414654,0.8658164422565533
23,0.6619086094679898,0.6349847066028247,0.7003667687526596,0.0,2.820167259506137,0.8684274943859497
42,0.7223309874868862,0.7338353325837057,0.7110081354830102,0.0,2.4179933766497013,0.8562038761888177
69,0.7861389194664018,0.7916182099227216,0.7716855672657987,7.850462293418875e-17,1.9773499971334316,0.8806660606223524
88,0.7554642447841883,0.7261871719096078,0.8044293515349501,7.850462293418875e-17,1.8059388333573072,0.9004835138812312
