rs,mm_r2,mixed_set_r2,model_r2,model_standard_error,model_MSE,model_pearson
0,0.7294791737001358,0.7172117845164498,0.7374427335591713,0.0,2.475093375678708,0.860818736015405
8,0.7166006282352986,0.7168356376863629,0.7282458766233245,0.0,2.105122476212784,0.8687000509093599
23,0.6619086094679897,0.6349847066028246,0.6496596488705234,0.0,3.297425935788968,0.8421991312710735
42,0.7379905735500522,0.7486994410064409,0.7351932869850963,0.0,2.1307751280922753,0.8676300064465143
69,0.8017229227786652,0.8028020799988891,0.7834608840396522,7.850462293418875e-17,1.8568996577669865,0.8880246492678022
88,0.7545115821255559,0.7391116373104426,0.7491426697708334,0.0,2.2476602019348317,0.8685206252888731
