rs,mm_r2,mixed_set_r2,model_r2,model_standard_error,model_MSE,model_pearson
0,0.7127853801718398,0.6908997606298508,0.6991566390298982,0.0,2.1261864585380432,0.8442271196366504
8,0.6604483154054837,0.6613518332502457,0.6922976132463025,0.0,2.095336268245926,0.8345225207923881
23,0.7074245793012701,0.692849760140391,0.7214779135802587,0.0,1.9970367347772309,0.8545760888579458
42,0.6958019319699476,0.6899512119282935,0.6857623670039406,0.0,2.225513697122396,0.8291849207265669
69,0.7178504490075761,0.7186763265539894,0.6873473171879605,7.850462293418875e-17,2.004216755650085,0.8499081726296075
88,0.644724475938339,0.6294981673900264,0.6626020018461276,0.0,2.4526218115247347,0.8368710851181311
