rs,mm_r2,model_r2,model_MSE,model_pearson
0,0.5898217008483722,0.6079715252560715,1.9760079101926775,0.8076668400569741
8,0.5898217008483722,0.6141374277164967,1.944928861551542,0.8099034857035028
23,0.5963266477917976,0.6465875916762469,1.9894900484544018,0.8219034299923016
42,0.6695214226914044,0.5929415777533993,3.0324470022480168,0.8266586129249379
69,0.6695214226914044,0.5884033562753525,3.0662552110075545,0.825425156954171
88,0.5963266477917976,0.6451179361185457,1.9977632868519164,0.8204945677879836
