rs,mm_r2,model_r2,model_standard_error,model_MSE,model_pearson
0,0.7485290221337233,0.7651847006073508,0.0015346181010111727,1.7826300235725125,0.8805271009754526
8,0.6636433029335804,0.7081428364066759,0.003743230441373072,2.33562776120905,0.8443073657176569
23,0.8150682990711453,0.8401595353826622,0.0010678879329360635,1.2386041783113193,0.917980454434768
42,0.7064842570698887,0.7563499095929891,0.002752525855727087,2.255909707722916,0.8742425964367663
69,0.711120481160703,0.7430104202193915,0.00247217014136759,2.455714039854411,0.8639006237365079
88,0.6874076508362387,0.7281309552163635,0.00216585028552915,2.4367787468719913,0.8628039148076512
