rs,mm_r2,model_r2,model_standard_error,model_MSE,model_pearson
0,0.7544695277405719,0.7631580462293667,0.0005940980422637666,1.4660456638667727,0.8741008890579315
8,0.6552449783833365,0.6513745081748971,0.004559687335810645,2.28503055232444,0.8145995921588044
23,0.7715985291871013,0.7408104888239859,0.0011502167506962043,1.631008899692346,0.8614251941581589
42,0.6909686954965097,0.713382836642569,0.0024685987363674603,1.98883631108929,0.8547486843409638
69,0.7012694268684483,0.7172927117563875,0.003491266526304473,1.9491778231981212,0.8646687138067115
88,0.6608797110071564,0.6057123899860382,0.001892158710796144,2.838387180732536,0.8123688453928898
