cl:drug, total number of features,target percentage of total,total number of significant features,target percentage of significant,drug targets,number of targets,percent significant,significant targets,insignificant targets
OCI-M1::Pemetrexed,31261,0.03518761395988612,7815,0.07677543186180423,"['DHFR', 'GART', 'TYMS', 'ATIC', 'FOLR3', 'SLC46A1', 'MTHFR', 'GGH', 'KRAS', 'ALK', 'SLC19A1']",11,54.54545454545454,"['TYMS', 'ATIC', 'FOLR3', 'SLC46A1', 'GGH', 'KRAS']","{'MTHFR', 'SLC19A1', 'ALK', 'GART', 'DHFR'}"
OCI-M1::Dabrafenib,31261,0.041585361952592687,7815,0.08957133717210493,"['BRAF', 'CDKN2A', 'HLA-DRB1', 'STAG2', 'NRAS', 'ATXN1L', 'MITF', 'EZH2', 'MAP2K2', 'RAC1', 'MAP2K1', 'HRAS', 'NF1']",13,53.84615384615385,"['BRAF', 'CDKN2A', 'NRAS', 'ATXN1L', 'MITF', 'MAP2K2', 'RAC1']","{'HLA-DRB1', 'HRAS', 'MAP2K1', 'EZH2', 'NF1', 'STAG2'}"
OCI-M1::Temozolomide,31261,0.038386487956239404,7815,0.07677543186180423,"['SLFN11', 'HDAC4', 'CSF2', 'PRL', 'STAG2', 'ATRX', 'ATM', 'H2AX', 'MGMT', 'NOTCH1', 'BRCA2', 'MSH6']",12,50.0,"['SLFN11', 'CSF2', 'STAG2', 'ATRX', 'H2AX', 'MGMT']","{'BRCA2', 'HDAC4', 'MSH6', 'PRL', 'NOTCH1', 'ATM'}"
OCI-AML2::Talazoparib,31261,0.02559099197082627,7815,0.05118362124120282,"['PARP2', 'PARP1', 'ATM', 'PTEN', 'SLFN11', 'BRCA1', 'PSMD4', 'BRCA2']",8,50.0,"['PARP2', 'PARP1', 'ATM', 'SLFN11']","{'BRCA2', 'PSMD4', 'BRCA1', 'PTEN'}"
KMOE-2::Bosutinib,31261,0.019193243978119702,7815,0.038387715930902115,"['HCK', 'ABL1', 'SRC', 'LYN', 'BCR', 'EGFR']",6,50.0,"['SRC', 'BCR', 'EGFR']","{'ABL1', 'HCK', 'LYN'}"
OCI-M1::Vinorelbine,31261,0.07677297591247881,7815,0.14075495841330773,"['TUBB', 'TUB', 'SMARCA4', 'BAX', 'TUBB4B', 'TUBB3', 'TUBA3D', 'TUBB4A', 'CASP7', 'RRM1', 'TUBA1C', 'TUBB8', 'TUBB6', 'BRCA1', 'TUBA1A', 'TUBA3C', 'TUBA3E', 'TUBA4A', 'BRCA2', 'APC', 'TUBB2B', 'TUBA1B', 'XRCC1', 'TUBB2A']",24,45.83333333333333,"['TUBB', 'BAX', 'TUBB3', 'TUBA3D', 'TUBB4A', 'CASP7', 'RRM1', 'TUBA1C', 'TUBB8', 'TUBB6', 'TUBA3C']","{'BRCA2', 'SMARCA4', 'TUBA3E', 'XRCC1', 'APC', 'TUBA1B', 'TUBA1A', 'TUBB2A', 'TUBB4B', 'TUBA4A', 'BRCA1', 'TUB', 'TUBB2B'}"
SK-HEP-1::Afatinib,31261,0.03518761395988612,7815,0.06397952655150352,"['JAK2(S523);', 'EGFR', 'ERBB2', 'ERBB4', 'KRAS', 'EML4', 'MET', 'BRAF', 'NRG1', 'NRAS', 'ERBB3']",11,45.45454545454545,"['EGFR', 'ERBB2', 'EML4', 'MET', 'BRAF']","{'NRG1', 'KRAS', 'ERBB3', 'NRAS', 'ERBB4', 'JAK2(S523);'}"
OCI-M1::Vorinostat,31261,0.07357410191612553,7815,0.12795905310300704,"['HDAC8', 'HDAC3', 'HDAC7', 'HDAC1', 'HDAC4', 'HDAC11', 'HDAC5', 'HDAC2', 'HDAC10', 'HDAC6', 'HDAC9', 'CFTR', 'NPM1', 'RB1', 'SMARCB1', 'FBXW7', 'TUBA3C', 'EZH2', 'MYD88', 'TUBB4A', 'BAP1', 'CHD4', 'NR0B1']",23,43.47826086956522,"['HDAC3', 'HDAC7', 'HDAC1', 'HDAC4', 'HDAC2', 'HDAC10', 'HDAC6', 'HDAC9', 'CFTR', 'SMARCB1']","{'HDAC8', 'HDAC11', 'CHD4', 'BAP1', 'EZH2', 'TUBB4A', 'RB1', 'HDAC5', 'NPM1', 'TUBA3C', 'FBXW7', 'MYD88', 'NR0B1'}"
OCI-AML2::Temozolomide,31261,0.038386487956239404,7815,0.06397952655150352,"['SLFN11', 'HDAC4', 'CSF2', 'PRL', 'STAG2', 'ATRX', 'ATM', 'H2AX', 'MGMT', 'NOTCH1', 'BRCA2', 'MSH6']",12,41.66666666666667,"['SLFN11', 'CSF2', 'STAG2', 'ATRX', 'MGMT']","{'H2AX', 'BRCA2', 'HDAC4', 'MSH6', 'PRL', 'NOTCH1', 'ATM'}"
OCI-AML2::Vinorelbine,31261,0.07677297591247881,7815,0.12795905310300704,"['TUBB', 'TUB', 'SMARCA4', 'BAX', 'TUBB4B', 'TUBB3', 'TUBA3D', 'TUBB4A', 'CASP7', 'RRM1', 'TUBA1C', 'TUBB8', 'TUBB6', 'BRCA1', 'TUBA1A', 'TUBA3C', 'TUBA3E', 'TUBA4A', 'BRCA2', 'APC', 'TUBB2B', 'TUBA1B', 'XRCC1', 'TUBB2A']",24,41.66666666666667,"['TUB', 'SMARCA4', 'BAX', 'TUBB4B', 'TUBB3', 'TUBB4A', 'RRM1', 'TUBB8', 'TUBA3C', 'TUBA4A']","{'BRCA2', 'TUBA3E', 'XRCC1', 'TUBB', 'APC', 'CASP7', 'TUBA1B', 'TUBA3D', 'TUBA1A', 'TUBB2A', 'TUBA1C', 'BRCA1', 'TUBB6', 'TUBB2B'}"
