rs,mm_r2,model_r2,model_standard_error,model_MSE,model_pearson
0,0.7659294351311523,0.8128616007421654,0.001163593338570476,1.5959871982444442,0.9028934255652145
8,0.777791635964011,0.8064273092162444,0.0009297877144658764,1.7212810558184772,0.8982465627171119
23,0.7985699329082798,0.830974284414916,0.0010777408884799315,1.495694899351604,0.9128826017765179
42,0.7607828358147104,0.8017686531533541,0.0016445402173301215,1.735346471146793,0.8954801912999687
69,0.7732667666051024,0.808923034619481,0.0013058965986803596,1.598714543355697,0.9026280664338291
88,0.7268736301049188,0.7522929628076401,0.0015467221129799597,2.1793447472230896,0.8684673372609422
