rs,mm_r2,model_r2,model_standard_error,model_MSE,model_pearson
0,0.7544695277405719,0.7614470324037779,0.0034197645848683634,1.4766367958849194,0.8731870033933402
8,0.6552449783833365,0.6576069414410874,0.0024285044049351286,2.2441806983622046,0.8172676768816199
23,0.7715985291871013,0.7271344664544844,0.004479817025002604,1.7170683783180107,0.8533315193366303
42,0.6909686954965097,0.7094356357310964,0.0007416630154777953,2.016225935660068,0.8507969146560608
69,0.7012694268684483,0.7328393578649721,0.0008710082355244167,1.8419885886784584,0.8646814133746831
88,0.6608797110071564,0.7064879560547989,0.0009016188169158238,2.1129267107712657,0.853407022625116
