rs,mm_r2,model_r2,model_standard_error,model_MSE,model_pearson
0,0.7659294351311523,0.8174984522033121,0.0012862474284903857,1.5564423715199456,0.9068923103630693
8,0.777791635964011,0.8220832345884527,0.0011622640817234107,1.5820659235321033,0.9070580931410467
23,0.7985699329082798,0.8222975989187398,0.0023236756398257873,1.5724741882011524,0.9079189362728224
42,0.7607828358147104,0.7912108338729934,0.0023246769729430967,1.827771179562628,0.8897391944871987
69,0.7732667666051024,0.8031362093204075,0.0018688652294169073,1.647132110313932,0.8999020438081704
88,0.7268736301049188,0.7581984350486232,0.001335511235575075,2.127387967738203,0.872918539579908
